,S11,S21,S31
7.173,(-0.0534524306617808+0.08010895421653348j),(0.6757519103137499+0.7307952461204176j),(0.0001636882203952449-5.734436925458481e-05j)
7.174,(-0.05340310713475483+0.08010478602816308j),(0.6759906490096349+0.7305784870073561j),(0.0001638259178688758-5.744129513433991e-05j)
7.175,(-0.05335378575568257+0.08010058559708068j),(0.6762293199299277+0.7303616484045125j),(0.0001639638778017357-5.753840456724109e-05j)
7.176,(-0.05330446654578109+0.08009635292470725j),(0.6764679230474113+0.7301447303308765j),(0.0001641021008696294-5.76356980582387e-05j)
7.177,(-0.05325514952626573+0.0800920880124791j),(0.6767064583348742+0.7299277328054442j),(0.0001642405877490987-5.773317611421161e-05j)
7.178,(-0.05320583471835146+0.08008779086185054j),(0.6769449257651087+0.7297106558472213j),(0.0001643793391213542-5.783083924414035e-05j)
7.179,(-0.05315652214325061+0.08008346147429146j),(0.677183325310913+0.7294934994752192j),(0.0001645183556690202-5.792868795796878e-05j)
7.18,(-0.05310721182217598+0.08007909985128957j),(0.6774216569450888+0.7292762637084598j),(0.0001646576380771226-5.802672276890389e-05j)
7.181,(-0.05305790377633787+0.08007470599434845j),(0.6776599206404431+0.7290589485659713j),(0.0001647971870334303-5.812494418949192e-05j)
7.182,(-0.05300859802694614+0.0800702799049897j),(0.677898116369787+0.7288415540667906j),(0.0001649370032274789-5.822335273769199e-05j)
7.183,(-0.05295929459520908+0.0800658215847509j),(0.678136244105937+0.728624080229962j),(0.0001650770873528826-5.832194893016114e-05j)
7.184,(-0.05290999350233346+0.08006133103518594j),(0.6783743038217137+0.7284065270745381j),(0.0001652174401027443-5.842073328586666e-05j)
7.185,(-0.05286069476952537+0.08005680825786747j),(0.6786122954899434+0.7281888946195796j),(0.0001653580621765681-5.851970632758016e-05j)
7.186,(-0.05281139841798885+0.0800522532543832j),(0.6788502190834557+0.7279711828841545j),(0.0001654989542723794-5.861886857744258e-05j)
7.187,(-0.05276210446892726+0.08004766602633875j),(0.6790880745750856+0.7277533918873395j),(0.0001656401170943033-5.871822056125203e-05j)
7.188,(-0.05271281294354267+0.08004304657535605j),(0.6793258619376736+0.7275355216482181j),(0.0001657815513459904-5.881776280567166e-05j)
7.189,(-0.05266352386303488+0.08003839490307421j),(0.6795635811440636+0.727317572185883j),(0.0001659232577355697-5.89174958395567e-05j)
7.19,(-0.05261423724860311+0.080033711011149j),(0.6798012321671046+0.7270995435194343j),(0.0001660652369723619-5.901742019363245e-05j)
7.191,(-0.0525649531214448+0.08002899490125369j),(0.6800388149796516+0.7268814356679789j),(0.0001662074897695335-5.911753640083461e-05j)
7.192,(-0.05251567150275592+0.08002424657507747j),(0.6802763295545627+0.7266632486506334j),(0.000166350016841793-5.921784499548976e-05j)
7.193,(-0.05246639241373189+0.08001946603432761j),(0.6805137758647023+0.7264449824865207j),(0.0001664928189070573-5.931834651381986e-05j)
7.194,(-0.05241711587556527+0.0800146532807279j),(0.6807511538829376+0.7262266371947727j),(0.0001666358966854693-5.941904149444775e-05j)
7.195,(-0.05236784190944831+0.08000980831601845j),(0.6809884635821426+0.726008212794528j),(0.000166779250899077-5.951993047757773e-05j)
7.196,(-0.05231857053657058+0.0800049311419572j),(0.6812257049351951+0.7257897093049344j),(0.0001669228822744991-5.962101400516951e-05j)
7.197,(-0.05226930177812102+0.08000002176031784j),(0.6814628779149776+0.7255711267451465j),(0.0001670667915396203-5.97222926221091e-05j)
7.198,(-0.05222003565528768+0.0799950801728938j),(0.681699982494378+0.7253524651343268j),(0.0001672109794239305-5.982376687322638e-05j)
7.199,(-0.05217077218925511+0.07999010638149168j),(0.6819370186462885+0.725133724491646j),(0.0001673554466618615-5.992543730762641e-05j)
7.2,(-0.05212151140120762+0.07998510038793828j),(0.6821739863436066+0.724914904836283j),(0.0001675001939888099-6.002730447520659e-05j)
7.201,(-0.05207225331232802+0.07998006219407605j),(0.6824108855592339+0.724696006187423j),(0.000167645222143476-6.012936892766199e-05j)
7.202,(-0.05202299794379672+0.07997499180176368j),(0.6826477162660781+0.7244770285642602j),(0.000167790531866878-6.023163121882715e-05j)
7.203,(-0.05197374531679311+0.07996988921287927j),(0.68288447843705+0.7242579719859971j),(0.0001679361239033631-6.03340919050201e-05j)
7.204,(-0.05192449545249434+0.07996475442931476j),(0.6831211720450676+0.7240388364718418j),(0.0001680819989992873-6.043675154404984e-05j)
7.205,(-0.05187524837207674+0.07995958745298223j),(0.6833577970630518+0.7238196220410121j),(0.0001682281579040254-6.053961069605973e-05j)
7.206,(-0.05182600409671418+0.07995438828580856j),(0.6835943534639288+0.7236003287127329j),(0.0001683746013699873-6.064266992286849e-05j)
7.207,(-0.05177676264757908+0.07994915692973918j),(0.6838308412206301+0.723380956506237j),(0.0001685213301512889-6.074592978831228e-05j)
7.208,(-0.05172752404584181+0.07994389338673569j),(0.6840672603060923+0.7231615054407649j),(0.0001686683450064448-6.084939085909385e-05j)
7.209,(-0.05167828831267175+0.07993859765877713j),(0.684303610693256+0.7229419755355645j),(0.0001688156466946939-6.095305370277876e-05j)
7.21,(-0.05162905546923548+0.07993326974785964j),(0.6845398923550675+0.7227223668098914j),(0.0001689632359793641-6.105691888964964e-05j)
7.211,(-0.05157982553669915+0.07992790965599685j),(0.6847761052644783+0.72250267928301j),(0.0001691111136265446-6.116098699238126e-05j)
7.212,(-0.05153059853622568+0.0799225173852185j),(0.6850122493944435+0.7222829129741906j),(0.0001692592804047621-6.126525858453585e-05j)
7.213,(-0.05148137448897661+0.07991709293757213j),(0.6852483247179246+0.7220630679027126j),(0.0001694077370856654-6.136973424360099e-05j)
7.214,(-0.0514321534161119+0.07991163631512259j),(0.6854843312078872+0.7218431440878624j),(0.0001695564844433659-6.147441454645314e-05j)
7.215,(-0.05138293533878965+0.0799061475199516j),(0.6857202688373023+0.7216231415489346j),(0.000169705523254447-6.157930007526282e-05j)
7.216,(-0.05133372027816551+0.07990062655415776j),(0.6859561375791452+0.7214030603052309j),(0.0001698548542993286-6.168439141194406e-05j)
7.217,(-0.05128450825539409+0.07989507341985787j),(0.6861919374063973+0.7211829003760604j),(0.0001700044783605932-6.178968914136557e-05j)
7.218,(-0.05123529929162654+0.07988948811918403j),(0.6864276682920443+0.7209626617807408j),(0.000170154396224687-6.189519385102574e-05j)
7.219,(-0.05118609340801387+0.0798838706542881j),(0.6866633302090767+0.720742344538597j),(0.0001703046086785512-6.20009061295394e-05j)
7.22,(-0.051136890625704+0.07987822102733662j),(0.6868989231304905+0.7205219486689607j),(0.0001704551165160655-6.21068265683405e-05j)
7.221,(-0.05108769096584345+0.079872539240515j),(0.6871344470292863+0.720301474191173j),(0.0001706059205289175-6.221295576067333e-05j)
7.222,(-0.05103849444957549+0.0798668252960251j),(0.6873699018784701+0.7200809211245803j),(0.0001707570215154239-6.231929430262323e-05j)
7.223,(-0.05098930109804291+0.07986107919608659j),(0.6876052876510526+0.7198602894885389j),(0.0001709084202761407-6.242584279159797e-05j)
7.224,(-0.05094011093238621+0.0798553009429356j),(0.68784060432005+0.719639579302411j),(0.000171060117613874-6.253260182769494e-05j)
7.225,(-0.050890923973742+0.07984949053882619j),(0.688075851858483+0.7194187905855669j),(0.000171212114335052-6.263957201286255e-05j)
7.226,(-0.05084174024324709+0.07984364798602929j),(0.6883110302393776+0.7191979233573849j),(0.0001713644112483789-6.274675395193066e-05j)
7.227,(-0.05079255976203458+0.07983777328683335j),(0.6885461394357653+0.71897697763725j),(0.0001715170091662093-6.285414825125973e-05j)
7.228,(-0.05074338255123611+0.07983186644354359j),(0.6887811794206818+0.7187559534445552j),(0.0001716699089028579-6.29617555197717e-05j)
7.229,(-0.05069420863198167+0.07982592745848381j),(0.6890161501671681+0.7185348507987018j),(0.0001718231112773422-6.306957636844993e-05j)
7.23,(-0.05064503802539787+0.07981995633399369j),(0.6892510516482722+0.7183136697190969j),(0.0001719766171106687-6.31776114108611e-05j)
7.231,(-0.05059587075260916+0.07981395307243035j),(0.689485883837044+0.7180924102251559j),(0.0001721304272272097-6.328586126282454e-05j)
7.232,(-0.05054670683473943+0.07980791767616971j),(0.6897206467065409+0.7178710723363025j),(0.0001722845424530079-6.339432654139516e-05j)
7.233,(-0.05049754629290825+0.07980185014760321j),(0.6899553402298242+0.717649656071967j),(0.0001724389636198964-6.350300786761286e-05j)
7.234,(-0.05044838914823392+0.07979575048914052j),(0.6901899643799612+0.7174281614515869j),(0.0001725936915600367-6.361190586377399e-05j)
7.235,(-0.05039923542183216+0.07978961870320808j),(0.6904245191300238+0.7172065884946079j),(0.0001727487271103843-6.372102115429748e-05j)
7.236,(-0.05035008513481643+0.07978345479225114j),(0.6906590044530895+0.7169849372204831j),(0.0001729040711109917-6.383035436659316e-05j)
7.237,(-0.05030093830829833+0.07977725875873086j),(0.69089342032224+0.7167632076486725j),(0.0001730597244036471-6.393990612969913e-05j)
7.238,(-0.05025179496338658+0.07977103060512628j),(0.6911277667105634+0.7165413997986438j),(0.0001732156878353256-6.404967707635628e-05j)
7.239,(-0.05020265512118694+0.07976477033393375j),(0.6913620435911524+0.7163195136898725j),(0.0001733719622544224-6.415966783975037e-05j)
7.24,(-0.05015351880280428+0.07975847794766765j),(0.691596250937105+0.7160975493418407j),(0.0001735285485128294-6.426987905627443e-05j)
7.241,(-0.05010438602933952+0.07975215344885866j),(0.6918303887215241+0.7158755067740384j),(0.0001736854474666402-6.438031136554327e-05j)
7.242,(-0.05005525682189209+0.07974579684005544j),(0.6920644569175176+0.7156533860059634j),(0.0001738426599737532-6.449096540798949e-05j)
7.243,(-0.05000613120155851+0.07973940812382489j),(0.6922984554982006+0.7154311870571198j),(0.0001740001868973364-6.460184182815371e-05j)
7.244,(-0.04995700918943233+0.07973298730274984j),(0.6925323844366911+0.7152089099470199j),(0.0001741580291006616-6.471294127141346e-05j)
7.245,(-0.04990789080660554+0.0797265343794316j),(0.6927662437061126+0.714986554695183j),(0.0001743161874533387-6.482426438624131e-05j)
7.246,(-0.04985877607416719+0.07972004935648888j),(0.6930000332795955+0.7147641213211358j),(0.0001744746628261463-6.493581182352404e-05j)
7.247,(-0.04980966501320395+0.07971353223655733j),(0.6932337531302744+0.7145416098444123j),(0.0001746334560941588-6.504758423709517e-05j)
7.248,(-0.04976055764479926+0.07970698302229132j),(0.6934674032312881+0.7143190202845541j),(0.0001747925681357258-6.51595822816651e-05j)
7.249,(-0.04971145399003415+0.07970040171636102j),(0.6937009835557828+0.7140963526611097j),(0.0001749519998328332-6.527180661682213e-05j)
7.25,(-0.04966235406998792+0.07969378832145543j),(0.6939344940769087+0.7138736069936352j),(0.0001751117520686873-6.538425790218422e-05j)
7.251,(-0.04961325790573575+0.07968714284028053j),(0.6941679347678215+0.7136507833016936j),(0.0001752718257322458-6.54969368010571e-05j)
7.252,(-0.04956416551835165+0.07968046527556022j),(0.6944013056016826+0.7134278816048555j),(0.0001754322217151075-6.560984397992703e-05j)
7.253,(-0.04951507692890531+0.07967375563003554j),(0.6946346065516583+0.7132049019226984j),(0.0001755929409125729-6.572298010586054e-05j)
7.254,(-0.04946599215846487+0.07966701390646533j),(0.6948678375909203+0.7129818442748077j),(0.0001757539842219142-6.583634585069584e-05j)
7.255,(-0.04941691122809556+0.07966024010762562j),(0.6951009986926454+0.7127587086807756j),(0.0001759153525448319-6.594994188687264e-05j)
7.256,(-0.04936783415885939+0.07965343423631097j),(0.6953340898300172+0.7125354951602011j),(0.0001760770467874753-6.606376889075842e-05j)
7.257,(-0.04931876097181592+0.07964659629533281j),(0.6955671109762228+0.7123122037326912j),(0.0001762390678569626-6.617782754021425e-05j)
7.258,(-0.04926969168802172+0.07963972628751981j),(0.6958000621044557+0.7120888344178592j),(0.00017640141666559-6.62921185161808e-05j)
7.259,(-0.04922062632853049+0.07963282421571949j),(0.696032943187914+0.7118653872353266j),(0.0001765640941294535-6.640664250234129e-05j)
7.26,(-0.04917156491439326+0.0796258900827957j),(0.6962657541998027+0.7116418622047211j),(0.0001767271011667118-6.652140018513383e-05j)
7.261,(-0.04912250746665784+0.0796189238916311j),(0.6964984951133305+0.7114182593456789j),(0.0001768904387000554-6.663639225218482e-05j)
7.262,(-0.04907345400636929+0.07961192564512466j),(0.6967311659017126+0.7111945786778412j),(0.0001770541076542666-6.675161939582937e-05j)
7.263,(-0.04902440455457005+0.07960489534619418j),(0.6969637665381697+0.7109708202208586j),(0.0001772181089611558-6.68670823099684e-05j)
7.264,(-0.04897535913229915+0.07959783299777574j),(0.6971962969959267+0.710746983994387j),(0.0001773824435514949-6.69827816904253e-05j)
7.265,(-0.04892631776059256+0.07959073860282015j),(0.6974287572482155+0.7105230700180906j),(0.0001775471123634716-6.709871823724961e-05j)
7.266,(-0.04887728046048377+0.07958361216430021j),(0.6976611472682728+0.7102990783116403j),(0.0001777121163356686-6.721489265226445e-05j)
7.267,(-0.04882824725300271+0.07957645368520246j),(0.6978934670293405+0.7100750088947139j),(0.0001778774564123639-6.733130563925403e-05j)
7.268,(-0.04877921815917605+0.07956926316853356j),(0.6981257165046659+0.7098508617869966j),(0.0001780431335410809-6.744795790609224e-05j)
7.269,(-0.04873019320002859+0.07956204061731723j),(0.6983578956675033+0.7096266370081802j),(0.0001782091486736676-6.756485016317096e-05j)
7.27,(-0.04868117239658033+0.07955478603459479j),(0.6985900044911105+0.7094023345779635j),(0.0001783755027627755-6.768198312252525e-05j)
7.271,(-0.0486321557698493+0.07954749942342529j),(0.6988220429487523+0.7091779545160534j),(0.0001785421967682425-6.779935749943861e-05j)
7.272,(-0.0485831433408502+0.0795401807868866j),(0.6990540110136979+0.7089534968421624j),(0.0001787092316514519-6.791697401316577e-05j)
7.273,(-0.04853413513059437+0.07953283012807323j),(0.6992859086592226+0.7087289615760105j),(0.0001788766083788905-6.80348333834027e-05j)
7.274,(-0.04848513116008957+0.0795254474500974j),(0.6995177358586078+0.708504348737325j),(0.0001790443279186186-6.815293633490674e-05j)
7.275,(-0.04843613145034113+0.07951803275609004j),(0.6997494925851393+0.7082796583458397j),(0.0001792123912449025-6.827128359343279e-05j)
7.276,(-0.04838713602235012+0.07951058604919863j),(0.6999811788121093+0.7080548904212962j),(0.0001793807993346829-6.838987588911834e-05j)
7.277,(-0.04833814489711587+0.07950310733259071j),(0.7002127945128156+0.7078300449834419j),(0.0001795495531679458-6.850871395311999e-05j)
7.278,(-0.04828915809563265+0.07949559660944953j),(0.7004443396605609+0.7076051220520316j),(0.0001797186537288058-6.862779852047161e-05j)
7.279,(-0.0482401756388923+0.07948805388297707j),(0.7006758142286545+0.7073801216468273j),(0.0001798881020065968-6.874713032956802e-05j)
7.28,(-0.04819119754788315+0.07948047915639316j),(0.7009072181904102+0.7071550437875974j),(0.0001800578989933966-6.886671012057252e-05j)
7.281,(-0.04814222384359001+0.07947287243293476j),(0.7011385515191485+0.7069298884941178j),(0.0001802280456843975-6.898653863721345e-05j)
7.282,(-0.04809325454699507+0.0794652337158583j),(0.7013698141881953+0.7067046557861703j),(0.0001803985430804275-6.910661662590784e-05j)
7.283,(-0.04804428967907542+0.07945756300843734j),(0.7016010061708816+0.7064793456835441j),(0.0001805693921851102-6.92269448359521e-05j)
7.284,(-0.04799532926080661+0.07944986031396292j),(0.7018321274405445+0.7062539582060358j),(0.0001807405940045211-6.934752401917729e-05j)
7.285,(-0.0479463733131591+0.07944212563574458j),(0.7020631779705268+0.706028493373448j),(0.0001809121495515053-6.946835493121939e-05j)
7.286,(-0.04789742185710103+0.07943435897710945j),(0.7022941577341768+0.7058029512055904j),(0.0001810840598421188-6.958943832938109e-05j)
7.287,(-0.04784847491359614+0.07942656034140322j),(0.7025250667048485+0.7055773317222794j),(0.0001812563258949235-6.971077497515593e-05j)
7.288,(-0.04779953250360492+0.07941872973198877j),(0.702755904855902+0.7053516349433382j),(0.0001814289487335206-6.983236563299055e-05j)
7.289,(-0.04775059464808448+0.07941086715224799j),(0.7029866721607027+0.705125860888597j),(0.0001816019293854929-6.995421106867752e-05j)
7.29,(-0.04770166136798808+0.0794029726055797j),(0.7032173685926217+0.7049000095778922j),(0.0001817752688824249-7.007631205314755e-05j)
7.291,(-0.04765273268426551+0.07939504609540216j),(0.7034479941250363+0.7046740810310677j),(0.0001819489682592002-7.019866935852474e-05j)
7.292,(-0.04760380861786216+0.07938708762514908j),(0.7036785487313292+0.704448075267973j),(0.0001821230285561846-7.03212837615645e-05j)
7.293,(-0.04755488918972123+0.07937909719827571j),(0.7039090323848893+0.7042219923084656j),(0.0001822974508167229-7.044415604060227e-05j)
7.294,(-0.04750597442078056+0.07937107481825277j),(0.7041394450591103+0.7039958321724091j),(0.0001824722360878761-7.056728697791348e-05j)
7.295,(-0.04745706433197496+0.07936302048856993j),(0.7043697867273934+0.7037695948796735j),(0.000182647385422976-7.069067735900979e-05j)
7.296,(-0.04740815894423592+0.07935493421273462j),(0.7046000573631437+0.7035432804501351j),(0.0001828228998762172-7.081432797156475e-05j)
7.297,(-0.04735925827849001+0.07934681599427297j),(0.7048302569397734+0.703316888903678j),(0.0001829987805102807-7.09382396074232e-05j)
